component_id,current_stock_units,weeks_of_supply,reorder_point,safety_stock_units,last_replenishment_date
COMP-1566,36263,8.4,7352,1254,2024-06-29
COMP-1567,7992,15.8,6075,4960,2024-05-04
COMP-1568,44130,21.2,2755,3322,2024-05-17
COMP-1569,47788,16.1,7648,2010,2024-05-23
COMP-1570,40252,15.2,6828,3253,2024-05-15
COMP-1571,14999,2.7,6521,3034,2024-04-09
COMP-1572,20025,6.2,3417,1986,2024-04-21
COMP-1573,9088,25.9,2389,1173,2024-05-23
COMP-1574,20177,2.1,3036,3088,2024-06-26
COMP-1575,31049,0.6,1041,2019,2024-05-31
COMP-1576,16613,11.5,3173,4056,2024-06-09
COMP-1577,24158,2.3,721,152,2024-06-13
COMP-1578,7948,4.3,3234,3073,2024-05-28
COMP-1579,20137,7.2,9230,1228,2024-06-14
COMP-1580,40101,13.0,6681,2552,2024-06-25
COMP-1581,45434,18.7,7900,590,2024-04-03
COMP-1582,32019,15.4,9390,1477,2024-04-29
COMP-1583,25613,23.2,4154,898,2024-05-11
COMP-1584,38922,0.7,3323,1649,2024-05-08
COMP-1585,48576,21.2,5302,979,2024-06-13
COMP-1586,26063,0.9,8173,3632,2024-05-08
COMP-1587,34292,9.0,4029,2375,2024-05-22
COMP-1588,44453,5.2,2313,2875,2024-04-18
COMP-1589,44159,19.3,2355,277,2024-04-26
COMP-1590,6719,23.0,430,3421,2024-04-19
COMP-1591,34506,21.1,7981,330,2024-05-08
COMP-1592,37754,5.1,9935,3615,2024-06-23
COMP-1593,38830,8.0,7071,645,2024-05-06
COMP-1594,18139,9.0,3978,4169,2024-04-10
COMP-1595,17449,5.3,1506,98,2024-04-30
COMP-1596,32136,21.7,7848,889,2024-06-09
COMP-1597,45799,16.0,8833,3518,2024-04-16
COMP-1598,11565,9.6,778,1216,2024-05-13
COMP-1599,6906,3.0,5812,1471,2024-05-12
COMP-1600,3311,9.7,6688,94,2024-05-15
COMP-1601,43450,22.7,2996,1440,2024-05-07
COMP-1602,2108,24.6,5558,1038,2024-05-01
COMP-1603,3300,16.9,2870,1991,2024-04-04
COMP-1604,37928,16.5,333,4390,2024-06-15
COMP-1605,26915,16.8,8183,5000,2024-04-06
COMP-1606,41703,0.9,6729,492,2024-05-15
COMP-1607,33552,6.4,9047,4548,2024-06-22
COMP-1608,4746,13.3,7227,717,2024-06-25
COMP-1609,48979,8.8,2871,1112,2024-04-30
COMP-1610,36956,12.9,4769,2977,2024-04-18
COMP-1611,35550,17.7,2856,3244,2024-05-27
COMP-1612,41932,14.7,4242,1004,2024-04-28
COMP-1613,44850,7.4,9458,2421,2024-06-20
COMP-1614,33390,14.4,4345,3607,2024-06-09
COMP-1615,20241,20.9,8916,2275,2024-05-16
COMP-1616,24849,1.5,4556,4170,2024-05-12
COMP-1617,26629,23.2,5998,2376,2024-05-15
COMP-1618,26567,5.1,1658,1307,2024-06-15
COMP-1619,11205,20.7,9392,1996,2024-04-16
COMP-1620,37655,2.9,8421,1575,2024-04-27
COMP-1621,32713,6.2,7073,2249,2024-05-16
COMP-1622,7463,23.4,6658,487,2024-06-20
COMP-1623,8679,24.0,8933,4175,2024-04-07
COMP-1624,23571,6.1,147,1261,2024-04-28
COMP-1625,8342,2.1,3285,3522,2024-04-22
COMP-1626,27924,11.9,383,1368,2024-04-05
COMP-1627,42970,23.8,4458,996,2024-05-24
COMP-1628,28520,3.2,3532,1370,2024-05-28
COMP-1629,41875,22.1,3436,1791,2024-04-08
COMP-1630,5451,3.0,317,92,2024-05-03
COMP-1631,15863,8.1,4899,2432,2024-06-06
COMP-1632,11235,13.9,2324,2765,2024-06-28
COMP-1633,22976,8.2,7415,4807,2024-05-22
COMP-1634,828,5.9,5318,413,2024-04-11
COMP-1635,40642,22.7,6853,2393,2024-05-18
COMP-1636,43885,6.5,4381,4638,2024-05-11
COMP-1637,28945,11.2,5972,4761,2024-06-16
COMP-1638,47564,0.9,2804,3335,2024-06-01
COMP-1639,22970,24.9,5850,2801,2024-06-13
COMP-1640,35176,8.1,649,3625,2024-06-15
COMP-1641,20335,0.6,6986,221,2024-04-02
COMP-1642,26442,13.0,8571,2903,2024-04-08
COMP-1643,35530,25.8,6318,1672,2024-06-04
COMP-1644,36187,5.1,9970,4086,2024-05-29
COMP-1645,11099,9.9,9360,179,2024-06-11
COMP-1646,27061,4.3,688,4763,2024-05-29
COMP-1647,19003,14.3,4270,4567,2024-04-17
COMP-1648,12535,21.9,232,4613,2024-05-09
COMP-1649,23676,19.8,7589,1457,2024-04-09
COMP-1650,1858,15.1,1024,2793,2024-04-09
COMP-1651,43543,3.0,7220,741,2024-05-05
COMP-1652,35640,7.5,8019,1723,2024-05-04
COMP-1653,2328,13.9,8420,4668,2024-06-12
COMP-1654,34365,15.5,5542,4249,2024-05-24
COMP-1655,8197,11.5,6828,4109,2024-04-12
COMP-1656,32277,21.0,7937,1714,2024-05-13
COMP-1657,3890,19.0,2044,197,2024-06-23
COMP-1658,318,1.9,5224,3979,2024-05-13
COMP-1659,501,11.2,6891,4751,2024-05-23
COMP-1660,3872,8.2,1315,1955,2024-05-21
COMP-1661,24032,23.4,8650,1232,2024-04-05
COMP-1662,6757,8.1,1092,4711,2024-05-19
COMP-1663,8262,18.4,6453,3721,2024-04-20
COMP-1664,7563,14.7,5009,4865,2024-04-04
COMP-1665,40594,21.0,2476,1378,2024-04-26
COMP-1666,12460,24.1,1487,4978,2024-04-14
COMP-1667,13563,3.7,7817,1331,2024-06-17
COMP-1668,32025,3.2,6864,2421,2024-06-19
COMP-1669,41411,0.6,4063,3523,2024-04-26
COMP-1670,37819,2.5,5448,1612,2024-05-12
COMP-1671,5830,2.3,635,120,2024-05-17
COMP-1672,37256,9.1,5048,225,2024-05-05
COMP-1673,11656,15.5,3935,3836,2024-05-29
COMP-1674,46535,15.3,7178,3135,2024-06-15
COMP-1675,12583,20.5,6894,2653,2024-06-24
COMP-1676,33241,20.7,6139,1786,2024-06-19
COMP-1677,6061,11.1,9027,1562,2024-04-24
COMP-1678,30276,25.7,9001,1679,2024-05-08
COMP-1679,17324,6.9,7073,4306,2024-06-03
COMP-1680,49166,10.7,8523,1972,2024-04-16
COMP-1681,36222,6.1,600,1880,2024-06-14
COMP-1682,7876,2.6,5318,3940,2024-05-30
COMP-1683,32412,20.8,9864,592,2024-04-22
COMP-1684,15300,9.8,1437,3662,2024-04-29
COMP-1685,36432,11.6,314,601,2024-04-07
COMP-1686,39639,23.6,915,3429,2024-06-12
COMP-1687,35021,5.5,1972,3482,2024-04-07
COMP-1688,2224,19.6,6077,739,2024-05-28
COMP-1689,10295,15.3,8746,646,2024-05-07
COMP-1690,38396,20.2,7548,1519,2024-04-29
COMP-1691,48191,22.6,1277,750,2024-06-06
COMP-1692,27454,10.3,9963,3989,2024-06-19
COMP-1693,16381,15.1,3229,1147,2024-05-25
COMP-1694,45843,17.9,8304,2932,2024-06-10
COMP-1695,7943,20.6,5435,97,2024-04-10
COMP-1696,8525,24.1,4010,3616,2024-06-26
COMP-1697,42652,20.4,6799,217,2024-05-22
COMP-1698,8105,18.0,208,2424,2024-05-30
COMP-1699,25674,4.5,1603,318,2024-04-21
COMP-1700,30435,12.8,1955,601,2024-04-03
COMP-1701,46892,14.5,7613,4029,2024-05-13
COMP-1702,8303,11.9,1756,3661,2024-06-16
COMP-1703,22392,3.3,927,1080,2024-05-06
COMP-1704,271,4.3,2016,2800,2024-04-12
COMP-1705,39002,18.5,1308,1765,2024-05-23
COMP-1706,23838,1.1,5833,517,2024-06-29
COMP-1707,13245,12.6,8191,184,2024-06-23
COMP-1708,40751,13.4,3500,4402,2024-06-17
COMP-1709,42911,14.0,5509,1669,2024-05-06
COMP-1710,38502,11.0,8122,3856,2024-04-11
COMP-1711,888,12.2,4799,545,2024-05-01
COMP-1712,20306,0.8,6214,3034,2024-04-02
COMP-1713,31973,7.7,9433,556,2024-05-10
COMP-1714,31022,24.0,7728,4228,2024-05-08
COMP-1715,27569,17.9,287,4487,2024-06-21
COMP-1716,7304,15.5,6745,2201,2024-05-03
COMP-1717,32926,13.1,1973,2899,2024-05-05
COMP-1718,37223,5.1,3073,4831,2024-06-09
COMP-1719,12468,12.3,8595,1884,2024-05-01
COMP-1720,29726,21.8,5197,2928,2024-05-15
COMP-1721,44369,5.5,1024,1692,2024-06-28
COMP-1722,28569,17.4,8332,1995,2024-04-22
COMP-1723,49933,21.5,7179,237,2024-04-02
COMP-1724,41977,6.9,6570,2185,2024-06-20
COMP-1725,16939,20.2,5939,4273,2024-05-10
COMP-1726,17044,18.9,3105,677,2024-05-20
COMP-1727,22028,21.9,2937,2191,2024-05-09
COMP-1728,1914,8.9,2906,4216,2024-05-09
COMP-1729,45111,4.6,4287,4086,2024-05-06
COMP-1730,1939,0.5,6922,4243,2024-05-12
COMP-1731,30329,9.0,5814,3524,2024-05-30
COMP-1732,44418,11.9,3245,143,2024-04-17
COMP-1733,6781,25.8,4743,1189,2024-05-27
COMP-1734,28288,14.5,7023,4180,2024-04-22
COMP-1735,41104,13.5,8895,4873,2024-05-16
COMP-1736,35476,24.3,9433,4119,2024-04-01
COMP-1737,38638,0.6,1649,3059,2024-05-21
COMP-1738,23735,2.4,7360,4589,2024-05-27
COMP-1739,37601,5.9,5857,988,2024-04-25
COMP-1740,16069,21.9,2372,2008,2024-05-29
COMP-1741,18588,14.4,6027,1425,2024-06-03
COMP-1742,43140,22.1,4447,3573,2024-05-11
COMP-1743,41873,18.7,650,585,2024-06-13
COMP-1744,3264,12.4,4912,321,2024-05-17
COMP-1745,44404,7.4,407,420,2024-06-25
COMP-1746,636,16.3,4208,451,2024-05-02
COMP-1747,36988,3.5,739,2225,2024-05-01
COMP-1748,43548,21.8,5359,1120,2024-06-11
COMP-1749,23320,9.7,1291,805,2024-05-03
COMP-1750,27429,3.0,4911,2042,2024-06-23
COMP-1751,17745,8.1,6809,1357,2024-04-30
COMP-1752,45895,8.5,3019,3215,2024-06-11
COMP-1753,13102,0.9,9839,3872,2024-06-18
COMP-1754,5534,4.0,8380,4880,2024-06-04
COMP-1755,31647,18.3,2701,3801,2024-05-23
COMP-1756,30798,19.6,8422,2028,2024-05-13
COMP-1757,48381,20.7,2565,2430,2024-04-13
COMP-1758,21411,1.8,8380,4126,2024-04-28
COMP-1759,11118,24.5,7069,1558,2024-06-06
COMP-1760,2920,18.1,7885,1878,2024-04-11
COMP-1761,12667,22.2,6964,4861,2024-05-28
COMP-1762,4766,9.8,1660,742,2024-04-17
COMP-1763,32441,16.8,1403,4925,2024-04-02
COMP-1764,48769,17.6,8961,2747,2024-04-19
COMP-1765,48295,13.2,1253,1503,2024-05-13
COMP-1766,15561,7.7,7849,3874,2024-06-20
COMP-1767,39839,13.1,7012,579,2024-04-15
COMP-1768,5485,22.1,4867,2892,2024-05-15
COMP-1769,15867,18.9,7849,4848,2024-06-06
COMP-1770,34301,23.4,3163,1603,2024-06-09
COMP-1771,4127,4.2,7005,4090,2024-04-23
COMP-1772,23598,15.6,2310,4068,2024-05-10
COMP-1773,2441,13.0,2114,1782,2024-04-11
COMP-1774,14057,25.8,6837,4585,2024-04-20
COMP-1775,38244,14.9,6470,183,2024-04-06
COMP-1776,49083,10.8,5317,605,2024-04-15
COMP-1777,25472,12.7,9409,3354,2024-06-17
COMP-1778,49831,19.4,6123,4399,2024-05-27
COMP-1779,30497,14.0,7504,2818,2024-06-02
COMP-1780,14984,10.4,6332,775,2024-04-20
COMP-1781,8683,21.4,130,3796,2024-06-02
COMP-1782,25969,19.9,9601,483,2024-06-08
COMP-1783,5201,13.2,9791,2780,2024-05-13
COMP-1784,2604,23.9,9105,3837,2024-04-28
COMP-1785,35144,8.9,9787,3370,2024-06-09
COMP-1786,40197,9.3,389,72,2024-05-06
COMP-1787,13774,15.3,3123,724,2024-06-25
COMP-1788,23069,19.6,3605,3092,2024-06-20
COMP-1789,49815,20.0,7177,4409,2024-05-09
COMP-1790,41624,24.8,8873,1009,2024-06-26
COMP-1791,32588,6.5,6823,4747,2024-05-24
COMP-1792,37075,18.7,6269,3191,2024-04-15
COMP-1793,2712,20.3,7084,1159,2024-05-07
COMP-1794,14205,1.0,1259,511,2024-05-13
COMP-1795,44928,3.3,7184,2184,2024-05-22
COMP-1796,1995,15.0,2636,3309,2024-05-25
COMP-1797,28576,0.6,2094,2547,2024-06-01
COMP-1798,22543,24.2,5210,2828,2024-06-09
COMP-1799,26206,14.9,5171,4347,2024-05-02
COMP-1800,28592,3.0,3353,2764,2024-04-08
COMP-1801,632,11.7,9533,1602,2024-05-08
COMP-1802,42775,1.7,387,3238,2024-06-23
COMP-1803,15832,6.3,7414,2589,2024-06-13
COMP-1804,29583,1.1,182,3062,2024-05-24
COMP-1805,11174,15.3,5463,3242,2024-05-19
COMP-1806,18082,19.7,4650,78,2024-06-03
COMP-1807,1243,22.3,2453,2312,2024-04-28
COMP-1808,18529,7.5,4821,1626,2024-06-17
COMP-1809,10916,22.2,470,2136,2024-05-07
COMP-1810,12439,4.5,553,4249,2024-06-04
COMP-1811,36882,14.5,2704,957,2024-05-25
COMP-1812,14666,18.8,8834,2965,2024-04-09
COMP-1813,21976,24.0,8642,3494,2024-04-02
COMP-1814,37254,5.8,3186,2890,2024-06-15
COMP-1815,11881,17.9,6318,4987,2024-06-22
COMP-1816,32058,20.5,8229,2561,2024-05-04
COMP-1817,2577,4.4,4412,3826,2024-05-15
COMP-1818,43902,15.9,1675,3273,2024-06-02
COMP-1819,34540,11.7,2548,2424,2024-05-08
COMP-1820,4213,25.1,3738,2137,2024-06-29
COMP-1821,1301,0.5,9138,1100,2024-06-10
COMP-1822,3994,19.1,9964,4193,2024-05-02
COMP-1823,6617,10.9,7289,1294,2024-04-20
COMP-1824,28993,20.7,1633,4692,2024-04-06
COMP-1825,6745,19.4,8591,1959,2024-05-02
COMP-1826,12911,10.6,5259,2069,2024-04-13
COMP-1827,31413,11.6,6510,2390,2024-04-20
COMP-1828,9276,21.2,635,3682,2024-04-18
COMP-1829,19672,1.5,2362,4483,2024-04-26
COMP-1830,25195,25.9,2078,122,2024-06-29
COMP-1831,17373,1.6,2375,3939,2024-04-20
COMP-1832,11475,22.1,5829,3676,2024-04-04
COMP-1833,5798,6.4,6140,1131,2024-06-21
COMP-1834,49287,6.8,8676,2318,2024-04-10
COMP-1835,41283,16.5,8795,1490,2024-05-06
COMP-1836,24708,19.8,9514,909,2024-04-29
COMP-1837,22690,12.8,4414,341,2024-05-25
COMP-1838,48163,16.8,9469,1351,2024-04-20
COMP-1839,29971,22.2,468,453,2024-05-23
COMP-1840,37126,1.5,7398,4924,2024-04-10
COMP-1841,36919,12.2,6633,3438,2024-06-02
COMP-1842,4184,8.2,3179,2381,2024-06-18
COMP-1843,20388,12.1,4692,3388,2024-05-23
COMP-1844,124,11.2,7061,163,2024-06-21
COMP-1845,3970,11.3,8536,3496,2024-05-02
COMP-1846,3219,20.1,9306,4169,2024-05-12
COMP-1847,8106,22.2,5496,3785,2024-04-16
COMP-1848,41417,16.5,1868,3089,2024-04-13
COMP-1849,31892,3.7,8053,237,2024-05-21
COMP-1850,96,7.1,5231,2976,2024-04-29
COMP-1851,1984,8.1,4815,3917,2024-05-30
COMP-1852,13583,22.6,8581,3291,2024-04-17
COMP-1853,40740,24.8,9148,345,2024-05-16
COMP-1854,19828,20.9,1057,3756,2024-05-03
COMP-1855,30098,25.4,3867,1293,2024-05-30
COMP-1856,5463,15.6,9086,1369,2024-06-26
COMP-1857,40243,19.9,8618,2882,2024-05-03
COMP-1858,8638,6.1,6185,1816,2024-06-10
COMP-1859,45457,4.4,388,4358,2024-05-30
COMP-1860,46058,3.8,5453,2196,2024-05-10
COMP-1861,49171,7.0,2707,1253,2024-04-05
COMP-1862,7512,21.2,9925,2102,2024-06-25
COMP-1863,30693,5.0,7314,3106,2024-05-09
COMP-1864,22125,10.2,8948,2650,2024-04-07
COMP-1865,43368,8.2,7113,124,2024-06-21
COMP-1866,41584,12.2,8172,1432,2024-06-23
COMP-1867,19074,25.2,1121,2141,2024-06-08
COMP-1868,24978,17.9,9670,511,2024-06-02
COMP-1869,21967,20.3,3899,3382,2024-05-21
COMP-1870,20934,6.4,840,1540,2024-04-13
COMP-1871,32110,13.3,6992,117,2024-06-07
COMP-1872,40003,20.6,4798,4688,2024-06-22
COMP-1873,29052,22.4,9949,2922,2024-06-01
COMP-1874,39164,17.9,8719,4686,2024-05-01
COMP-1875,27359,23.6,1483,4006,2024-05-20
COMP-1876,15445,8.1,8052,4064,2024-06-02
COMP-1877,41369,13.2,9651,1605,2024-06-24
COMP-1878,2623,6.3,8374,2783,2024-04-11
COMP-1879,32391,2.4,9173,3349,2024-05-08
COMP-1880,34411,24.2,9818,351,2024-05-13
COMP-1881,41596,15.9,6837,4516,2024-06-11
COMP-1882,46874,9.0,6565,4318,2024-05-30
COMP-1883,47337,22.2,4258,3939,2024-06-08
COMP-1884,39049,0.7,2583,3328,2024-06-16
COMP-1885,33840,11.6,9789,4126,2024-06-12
COMP-1886,27157,1.2,9661,2236,2024-05-17
COMP-1887,40597,20.2,8066,758,2024-06-12
COMP-1888,30201,16.4,7107,682,2024-04-30
COMP-1889,21462,21.2,2734,928,2024-05-10
COMP-1890,4147,24.5,7278,4416,2024-04-14
COMP-1891,17428,7.9,7845,706,2024-06-25
COMP-1892,18351,1.4,5789,2065,2024-04-26
COMP-1893,10077,14.9,7395,668,2024-06-14
COMP-1894,43869,15.7,8770,2733,2024-05-14
COMP-1895,35611,2.6,5719,4259,2024-04-24
COMP-1896,9937,15.2,701,2940,2024-06-14
COMP-1897,8809,6.4,2156,2309,2024-06-28
COMP-1898,46806,21.0,8930,2700,2024-06-27
COMP-1899,14234,20.5,664,3105,2024-06-29
COMP-1900,11801,3.2,4743,1556,2024-05-07
COMP-1901,4425,4.9,9984,149,2024-04-04
COMP-1902,29729,25.6,8669,4455,2024-04-22
COMP-1903,42559,15.7,8585,4931,2024-04-12
COMP-1904,5263,19.4,1204,1999,2024-05-04
COMP-1905,6988,7.9,692,263,2024-06-10
COMP-1906,16156,5.6,4111,3040,2024-06-05
COMP-1907,24924,15.8,3030,2970,2024-06-17
COMP-1908,7833,8.6,2487,2911,2024-05-20
COMP-1909,17706,26.0,477,4708,2024-06-02
COMP-1910,26657,14.6,2945,4605,2024-04-14
COMP-1911,16377,6.8,4622,4167,2024-05-10
COMP-1912,10367,11.3,4881,3566,2024-04-02
COMP-1913,16752,14.8,9960,3877,2024-06-23
COMP-1914,35074,24.8,5713,2451,2024-04-07
COMP-1915,28388,5.3,2233,4501,2024-06-16
COMP-1916,24933,13.0,8216,2557,2024-05-30
COMP-1917,33643,7.5,3315,3140,2024-04-11
COMP-1918,8880,6.7,4156,4860,2024-04-27
COMP-1919,47223,18.7,6391,3283,2024-04-17
COMP-1920,16305,0.6,1102,284,2024-06-25
COMP-1921,3870,24.3,7097,1485,2024-05-31
COMP-1922,24506,19.1,7834,2560,2024-04-02
COMP-1923,9066,4.7,4761,2013,2024-04-22
COMP-1924,15997,18.5,8207,1254,2024-04-13
COMP-1925,10189,18.1,3775,1532,2024-06-06
COMP-1926,21653,6.7,4520,815,2024-06-16
COMP-1927,17676,17.6,455,1141,2024-04-12
COMP-1928,29686,11.4,3213,4803,2024-06-29
COMP-1929,1004,7.7,4187,3750,2024-05-09
COMP-1930,9968,13.4,9095,3330,2024-04-30
COMP-1931,42718,4.4,7084,1568,2024-05-29
COMP-1932,18552,11.7,1220,3629,2024-04-11
COMP-1933,47010,12.1,4861,2393,2024-06-11
COMP-1934,31399,24.4,3171,2755,2024-06-02
COMP-1935,33521,1.6,7341,1169,2024-06-18
COMP-1936,47789,23.5,3183,4957,2024-06-10
COMP-1937,42969,4.8,7295,3471,2024-05-05
COMP-1938,22315,16.4,5910,808,2024-06-04
COMP-1939,24747,23.1,1704,2398,2024-05-09
COMP-1940,14580,11.0,2199,4771,2024-06-23
COMP-1941,5334,11.3,4806,4208,2024-06-18
COMP-1942,42809,16.8,4499,3904,2024-04-07
COMP-1943,4378,13.3,7062,2336,2024-04-21
COMP-1944,19922,17.6,2871,4240,2024-06-29
COMP-1945,28427,16.4,818,4283,2024-06-12
COMP-1946,39728,16.7,6919,2771,2024-06-24
COMP-1947,40656,16.1,3986,4739,2024-04-26
COMP-1948,12299,8.9,8180,2638,2024-04-15
COMP-1949,7874,0.7,3607,876,2024-05-06
COMP-1950,13176,3.7,2492,3203,2024-06-06
COMP-1951,32583,23.8,8297,1021,2024-04-04
COMP-1952,16094,12.1,3098,3750,2024-04-18
COMP-1953,22411,10.3,3247,2111,2024-06-08
COMP-1954,45743,17.3,5767,1797,2024-06-01
COMP-1955,49118,19.3,339,2752,2024-05-05
COMP-1956,1078,8.5,2268,2379,2024-04-04
COMP-1957,31908,15.7,6339,4803,2024-05-03
COMP-1958,39256,9.2,9549,1513,2024-06-04
COMP-1959,38512,20.9,3830,3346,2024-06-19
COMP-1960,35593,6.3,2147,357,2024-05-03
COMP-1961,22567,10.0,6452,127,2024-06-05
COMP-1962,44028,1.3,7571,4926,2024-04-24
COMP-1963,1106,23.5,2181,4775,2024-05-23
COMP-1964,8893,3.6,6459,1332,2024-06-07
COMP-1965,2683,14.5,7036,2775,2024-04-21
COMP-1966,38116,15.0,5678,179,2024-04-13
COMP-1967,38477,23.3,4304,2158,2024-05-27
COMP-1968,36621,20.4,3353,1155,2024-06-28
COMP-1969,16829,2.3,1804,2967,2024-05-14
COMP-1970,13614,0.8,6318,2410,2024-06-15
COMP-1971,42799,8.0,3095,2196,2024-06-21
COMP-1972,46693,22.1,1811,2161,2024-04-27
COMP-1973,3419,7.2,3031,2099,2024-06-22
COMP-1974,25228,10.7,3554,4145,2024-04-09
COMP-1975,41951,12.7,7457,452,2024-06-17
COMP-1976,19010,24.4,6596,4965,2024-06-22
COMP-1977,4819,5.1,8502,976,2024-04-27
COMP-1978,6631,15.8,1920,4952,2024-06-08
COMP-1979,12744,15.8,5463,1270,2024-05-05
COMP-1980,46274,2.3,6860,4517,2024-04-27
COMP-1981,31357,17.8,1630,3137,2024-06-18
COMP-1982,2054,10.4,4846,3454,2024-04-03
COMP-1983,44475,2.7,6345,471,2024-04-27
COMP-1984,40051,7.8,2022,587,2024-05-26
COMP-1985,22389,24.6,7785,567,2024-04-07
COMP-1986,25890,2.0,1789,2335,2024-04-16
COMP-1987,48563,15.4,2953,828,2024-04-02
COMP-1988,16389,10.1,1945,3721,2024-04-12
COMP-1989,36819,24.4,6535,4999,2024-05-04
COMP-1990,39154,21.0,3105,2150,2024-04-22
COMP-1991,42994,12.6,9343,1960,2024-05-15
COMP-1992,37136,7.4,3306,3842,2024-04-01
COMP-1993,5156,14.0,9775,712,2024-04-05
COMP-1994,38096,22.2,3626,1126,2024-05-03
COMP-1995,14983,18.8,7199,3202,2024-05-03
COMP-1996,4230,10.5,8538,2580,2024-04-14
COMP-1997,31462,5.6,1915,2975,2024-04-26
COMP-1998,35453,23.5,7527,4538,2024-06-05
COMP-1999,15220,13.4,655,3311,2024-04-12
COMP-2000,29698,22.4,9718,4050,2024-05-16
