packet_num,timestamp,src_ip,dst_ip,dst_port,packet_size,inter_arrival_ms,flow_id
8975,1700000206.028565,192.168.3.125,1.1.1.1,443,193,1.134,DOH_HTTPS_0252
8976,1700000206.035004,192.168.3.70,8.8.8.8,443,279,6.439,DOH_HTTPS_0253
8977,1700000206.038470,192.168.3.245,8.8.8.8,443,208,3.466,DOH_HTTPS_0254
8978,1700000206.039345,192.168.3.82,8.8.8.8,443,339,0.875,DOH_HTTPS_0255
8979,1700000206.040987,192.168.3.74,8.8.8.8,443,376,1.642,DOH_HTTPS_0256
8980,1700000206.042372,192.168.3.121,1.1.1.1,443,361,1.385,DOH_HTTPS_0257
8981,1700000206.065234,192.168.3.224,1.1.1.1,443,323,22.862,DOH_HTTPS_0258
8982,1700000206.070049,192.168.3.96,1.1.1.1,443,193,4.815,DOH_HTTPS_0259
8983,1700000206.074474,192.168.3.33,1.1.1.1,443,283,4.425,DOH_HTTPS_0260
8984,1700000206.077836,192.168.3.209,8.8.8.8,443,375,3.362,DOH_HTTPS_0261
8985,1700000206.107216,192.168.3.133,1.1.1.1,443,285,29.38,DOH_HTTPS_0262
8986,1700000206.158776,192.168.3.186,1.1.1.1,443,250,51.56,DOH_HTTPS_0263
8987,1700000206.173875,192.168.3.253,1.1.1.1,443,211,15.099,DOH_HTTPS_0264
8988,1700000206.203136,192.168.3.170,1.1.1.1,443,358,29.261,DOH_HTTPS_0265
8989,1700000206.346228,192.168.3.41,8.8.8.8,443,156,143.092,DOH_HTTPS_0266
8990,1700000206.347145,192.168.3.241,8.8.8.8,443,144,0.917,DOH_HTTPS_0267
8991,1700000206.367845,192.168.3.125,1.1.1.1,443,181,20.7,DOH_HTTPS_0268
8992,1700000206.398614,192.168.3.93,1.1.1.1,443,381,30.769,DOH_HTTPS_0269
8993,1700000206.579381,192.168.3.13,1.1.1.1,443,293,180.767,DOH_HTTPS_0270
8994,1700000206.602964,192.168.3.220,8.8.8.8,443,272,23.583,DOH_HTTPS_0271
8995,1700000206.605646,192.168.3.16,1.1.1.1,443,268,2.682,DOH_HTTPS_0272
8996,1700000206.618299,192.168.3.147,8.8.8.8,443,231,12.653,DOH_HTTPS_0273
8997,1700000206.692978,192.168.3.73,8.8.8.8,443,244,74.679,DOH_HTTPS_0274
8998,1700000206.731273,192.168.3.64,8.8.8.8,443,297,38.295,DOH_HTTPS_0275
8999,1700000206.735057,192.168.3.168,8.8.8.8,443,335,3.784,DOH_HTTPS_0276
9000,1700000206.738457,192.168.3.122,8.8.8.8,443,218,3.4,DOH_HTTPS_0277
9001,1700000206.747922,192.168.3.197,8.8.8.8,443,356,9.465,DOH_HTTPS_0278
9002,1700000206.755572,192.168.3.3,8.8.8.8,443,266,7.65,DOH_HTTPS_0279
9003,1700000206.788455,192.168.3.53,1.1.1.1,443,127,32.883,DOH_HTTPS_0280
9004,1700000206.852442,192.168.3.103,1.1.1.1,443,198,63.987,DOH_HTTPS_0281
9005,1700000206.857666,192.168.3.108,8.8.8.8,443,200,5.224,DOH_HTTPS_0282
9006,1700000206.858157,192.168.3.47,1.1.1.1,443,305,0.491,DOH_HTTPS_0283
9007,1700000206.883232,192.168.3.94,8.8.8.8,443,231,25.075,DOH_HTTPS_0284
9008,1700000206.886511,192.168.3.133,1.1.1.1,443,324,3.279,DOH_HTTPS_0285
9009,1700000206.891633,192.168.3.148,8.8.8.8,443,210,5.122,DOH_HTTPS_0286
9010,1700000206.956086,192.168.3.14,1.1.1.1,443,109,64.453,DOH_HTTPS_0287
9011,1700000206.964698,192.168.3.10,1.1.1.1,443,231,8.612,DOH_HTTPS_0288
9012,1700000207.016096,192.168.3.134,1.1.1.1,443,387,51.398,DOH_HTTPS_0289
9013,1700000207.025637,192.168.3.169,8.8.8.8,443,105,9.541,DOH_HTTPS_0290
9014,1700000207.046492,192.168.3.8,1.1.1.1,443,387,20.855,DOH_HTTPS_0291
9015,1700000207.086261,192.168.3.75,1.1.1.1,443,356,39.769,DOH_HTTPS_0292
9016,1700000207.086899,192.168.3.136,8.8.8.8,443,318,0.638,DOH_HTTPS_0293
9017,1700000207.088250,192.168.3.96,8.8.8.8,443,384,1.351,DOH_HTTPS_0294
9018,1700000207.124494,192.168.3.242,1.1.1.1,443,361,36.244,DOH_HTTPS_0295
9019,1700000207.132535,192.168.3.65,1.1.1.1,443,372,8.041,DOH_HTTPS_0296
9020,1700000207.134037,192.168.3.59,1.1.1.1,443,298,1.502,DOH_HTTPS_0297
9021,1700000207.167045,192.168.3.235,8.8.8.8,443,183,33.008,DOH_HTTPS_0298
9022,1700000207.311158,192.168.3.77,1.1.1.1,443,396,144.113,DOH_HTTPS_0299
9023,1700000207.319711,192.168.3.59,8.8.8.8,443,350,8.553,DOH_HTTPS_0300
9024,1700000207.326081,192.168.3.165,8.8.8.8,443,296,6.37,DOH_HTTPS_0301
9025,1700000207.357636,192.168.3.6,8.8.8.8,443,154,31.555,DOH_HTTPS_0302
9026,1700000207.360140,192.168.3.168,8.8.8.8,443,143,2.504,DOH_HTTPS_0303
9027,1700000207.362884,192.168.3.227,1.1.1.1,443,291,2.744,DOH_HTTPS_0304
9028,1700000207.370030,192.168.3.121,8.8.8.8,443,256,7.146,DOH_HTTPS_0305
9029,1700000207.374041,192.168.3.90,8.8.8.8,443,248,4.011,DOH_HTTPS_0306
9030,1700000207.402869,192.168.3.110,1.1.1.1,443,252,28.828,DOH_HTTPS_0307
9031,1700000207.407026,192.168.3.103,8.8.8.8,443,125,4.157,DOH_HTTPS_0308
9032,1700000207.409160,192.168.3.114,8.8.8.8,443,160,2.134,DOH_HTTPS_0309
9033,1700000207.424243,192.168.3.2,8.8.8.8,443,114,15.083,DOH_HTTPS_0310
9034,1700000207.436646,192.168.3.129,8.8.8.8,443,377,12.403,DOH_HTTPS_0311
9035,1700000207.463044,192.168.3.246,1.1.1.1,443,310,26.398,DOH_HTTPS_0312
9036,1700000207.524064,192.168.3.121,8.8.8.8,443,386,61.02,DOH_HTTPS_0313
9037,1700000207.527117,192.168.3.28,1.1.1.1,443,140,3.053,DOH_HTTPS_0314
9038,1700000207.527328,192.168.3.187,1.1.1.1,443,312,0.211,DOH_HTTPS_0315
9039,1700000207.551950,192.168.3.129,1.1.1.1,443,254,24.622,DOH_HTTPS_0316
9040,1700000207.557111,192.168.3.178,1.1.1.1,443,317,5.161,DOH_HTTPS_0317
9041,1700000207.881098,192.168.3.45,8.8.8.8,443,274,323.987,DOH_HTTPS_0318
9042,1700000207.908753,192.168.3.244,8.8.8.8,443,205,27.655,DOH_HTTPS_0319
9043,1700000208.362524,192.168.3.71,1.1.1.1,443,351,453.771,DOH_HTTPS_0320
9044,1700000208.374608,192.168.3.196,8.8.8.8,443,183,12.084,DOH_HTTPS_0321
9045,1700000208.395040,192.168.3.93,1.1.1.1,443,330,20.432,DOH_HTTPS_0322
9046,1700000208.397098,192.168.3.185,8.8.8.8,443,122,2.058,DOH_HTTPS_0323
9047,1700000208.405929,192.168.3.46,1.1.1.1,443,331,8.831,DOH_HTTPS_0324
9048,1700000208.412428,192.168.3.24,1.1.1.1,443,340,6.499,DOH_HTTPS_0325
9049,1700000208.412690,192.168.3.65,8.8.8.8,443,191,0.262,DOH_HTTPS_0326
9050,1700000208.421295,192.168.3.164,1.1.1.1,443,319,8.605,DOH_HTTPS_0327
9051,1700000208.431329,192.168.3.81,1.1.1.1,443,323,10.034,DOH_HTTPS_0328
9052,1700000208.448734,192.168.3.139,1.1.1.1,443,107,17.405,DOH_HTTPS_0329
9053,1700000208.454208,192.168.3.229,1.1.1.1,443,293,5.474,DOH_HTTPS_0330
9054,1700000208.466548,192.168.3.72,8.8.8.8,443,115,12.34,DOH_HTTPS_0331
9055,1700000208.513785,192.168.3.80,1.1.1.1,443,282,47.237,DOH_HTTPS_0332
9056,1700000208.515482,192.168.3.82,1.1.1.1,443,124,1.697,DOH_HTTPS_0333
9057,1700000208.523471,192.168.3.175,1.1.1.1,443,304,7.989,DOH_HTTPS_0334
9058,1700000208.525679,192.168.3.130,1.1.1.1,443,220,2.208,DOH_HTTPS_0335
9059,1700000208.535165,192.168.3.231,8.8.8.8,443,340,9.486,DOH_HTTPS_0336
9060,1700000208.546428,192.168.3.242,1.1.1.1,443,340,11.263,DOH_HTTPS_0337
9061,1700000208.548915,192.168.3.146,1.1.1.1,443,178,2.487,DOH_HTTPS_0338
9062,1700000208.576012,192.168.3.160,8.8.8.8,443,295,27.097,DOH_HTTPS_0339
9063,1700000208.577235,192.168.3.233,8.8.8.8,443,101,1.223,DOH_HTTPS_0340
9064,1700000208.579873,192.168.3.223,1.1.1.1,443,181,2.638,DOH_HTTPS_0341
9065,1700000208.583223,192.168.3.14,1.1.1.1,443,133,3.35,DOH_HTTPS_0342
9066,1700000208.585769,192.168.3.229,8.8.8.8,443,117,2.546,DOH_HTTPS_0343
9067,1700000208.601760,192.168.3.145,8.8.8.8,443,374,15.991,DOH_HTTPS_0344
9068,1700000208.622487,192.168.3.249,1.1.1.1,443,104,20.727,DOH_HTTPS_0345
9069,1700000208.636302,192.168.3.103,8.8.8.8,443,298,13.815,DOH_HTTPS_0346
9070,1700000208.653565,192.168.3.81,1.1.1.1,443,339,17.263,DOH_HTTPS_0347
9071,1700000208.661694,192.168.3.109,1.1.1.1,443,268,8.129,DOH_HTTPS_0348
9072,1700000208.687724,192.168.3.15,8.8.8.8,443,370,26.03,DOH_HTTPS_0349
9073,1700000208.692670,192.168.3.167,8.8.8.8,443,118,4.946,DOH_HTTPS_0350
9074,1700000208.715628,192.168.3.23,1.1.1.1,443,248,22.958,DOH_HTTPS_0351
9075,1700000208.791560,192.168.3.138,8.8.8.8,443,251,75.932,DOH_HTTPS_0352
9076,1700000208.873408,192.168.3.44,1.1.1.1,443,132,81.848,DOH_HTTPS_0353
9077,1700000208.874509,192.168.3.51,1.1.1.1,443,262,1.101,DOH_HTTPS_0354
9078,1700000208.903153,192.168.3.27,1.1.1.1,443,231,28.644,DOH_HTTPS_0355
9079,1700000208.916331,192.168.3.228,8.8.8.8,443,283,13.178,DOH_HTTPS_0356
9080,1700000208.920105,192.168.3.93,1.1.1.1,443,169,3.774,DOH_HTTPS_0357
9081,1700000208.931487,192.168.3.45,8.8.8.8,443,349,11.382,DOH_HTTPS_0358
9082,1700000208.933720,192.168.3.56,1.1.1.1,443,103,2.233,DOH_HTTPS_0359
9083,1700000209.191396,192.168.3.222,8.8.8.8,443,358,257.676,DOH_HTTPS_0360
9084,1700000209.207125,192.168.3.178,1.1.1.1,443,184,15.729,DOH_HTTPS_0361
9085,1700000209.212150,192.168.3.155,8.8.8.8,443,298,5.025,DOH_HTTPS_0362
9086,1700000209.215937,192.168.3.228,1.1.1.1,443,144,3.787,DOH_HTTPS_0363
9087,1700000209.216214,192.168.3.112,8.8.8.8,443,243,0.277,DOH_HTTPS_0364
9088,1700000209.216973,192.168.3.109,8.8.8.8,443,179,0.759,DOH_HTTPS_0365
9089,1700000209.234335,192.168.3.39,1.1.1.1,443,304,17.362,DOH_HTTPS_0366
9090,1700000209.234571,192.168.3.122,1.1.1.1,443,231,0.236,DOH_HTTPS_0367
9091,1700000209.244570,192.168.3.109,8.8.8.8,443,178,9.999,DOH_HTTPS_0368
9092,1700000209.257605,192.168.3.176,8.8.8.8,443,346,13.035,DOH_HTTPS_0369
9093,1700000209.258551,192.168.3.157,1.1.1.1,443,393,0.946,DOH_HTTPS_0370
9094,1700000209.262006,192.168.3.167,8.8.8.8,443,191,3.455,DOH_HTTPS_0371
9095,1700000209.336244,192.168.3.242,1.1.1.1,443,327,74.238,DOH_HTTPS_0372
9096,1700000209.336607,192.168.3.37,1.1.1.1,443,373,0.363,DOH_HTTPS_0373
9097,1700000209.350525,192.168.3.71,8.8.8.8,443,220,13.918,DOH_HTTPS_0374
9098,1700000209.358478,192.168.3.238,1.1.1.1,443,154,7.953,DOH_HTTPS_0375
9099,1700000209.365969,192.168.3.147,1.1.1.1,443,283,7.491,DOH_HTTPS_0376
9100,1700000209.370952,192.168.3.112,8.8.8.8,443,388,4.983,DOH_HTTPS_0377
9101,1700000209.373020,192.168.3.43,8.8.8.8,443,206,2.068,DOH_HTTPS_0378
9102,1700000209.399102,192.168.3.132,8.8.8.8,443,229,26.082,DOH_HTTPS_0379
9103,1700000209.400821,192.168.3.34,8.8.8.8,443,187,1.719,DOH_HTTPS_0380
9104,1700000209.418042,192.168.3.83,8.8.8.8,443,126,17.221,DOH_HTTPS_0381
9105,1700000209.433481,192.168.3.165,1.1.1.1,443,398,15.439,DOH_HTTPS_0382
9106,1700000209.434398,192.168.3.98,1.1.1.1,443,321,0.917,DOH_HTTPS_0383
9107,1700000209.539011,192.168.3.21,8.8.8.8,443,242,104.613,DOH_HTTPS_0384
9108,1700000209.559884,192.168.3.96,1.1.1.1,443,139,20.873,DOH_HTTPS_0385
9109,1700000209.569924,192.168.3.97,1.1.1.1,443,280,10.04,DOH_HTTPS_0386
9110,1700000209.582546,192.168.3.38,8.8.8.8,443,284,12.622,DOH_HTTPS_0387
9111,1700000209.783787,192.168.3.72,8.8.8.8,443,133,201.241,DOH_HTTPS_0388
9112,1700000209.794359,192.168.3.141,8.8.8.8,443,238,10.572,DOH_HTTPS_0389
9113,1700000209.797036,192.168.3.245,8.8.8.8,443,183,2.677,DOH_HTTPS_0390
9114,1700000209.819670,192.168.3.90,8.8.8.8,443,153,22.634,DOH_HTTPS_0391
9115,1700000209.823187,192.168.3.236,1.1.1.1,443,191,3.517,DOH_HTTPS_0392
9116,1700000209.889114,192.168.3.147,1.1.1.1,443,228,65.927,DOH_HTTPS_0393
9117,1700000209.935838,192.168.3.215,8.8.8.8,443,115,46.724,DOH_HTTPS_0394
9118,1700000209.936624,192.168.3.175,1.1.1.1,443,343,0.786,DOH_HTTPS_0395
9119,1700000209.944643,192.168.3.215,1.1.1.1,443,220,8.019,DOH_HTTPS_0396
9120,1700000209.949480,192.168.3.220,8.8.8.8,443,372,4.837,DOH_HTTPS_0397
9121,1700000209.955294,192.168.3.218,8.8.8.8,443,234,5.814,DOH_HTTPS_0398
9122,1700000209.958871,192.168.3.167,8.8.8.8,443,260,3.577,DOH_HTTPS_0399
9123,1700000209.962731,192.168.3.8,8.8.8.8,443,218,3.86,DOH_HTTPS_0400
9124,1700000209.984152,192.168.3.63,8.8.8.8,443,287,21.421,DOH_HTTPS_0401
9125,1700000209.985746,192.168.3.225,1.1.1.1,443,249,1.594,DOH_HTTPS_0402
9126,1700000209.987003,192.168.3.67,1.1.1.1,443,168,1.257,DOH_HTTPS_0403
9127,1700000210.021606,192.168.3.71,8.8.8.8,443,119,34.603,DOH_HTTPS_0404
9128,1700000210.025802,192.168.3.250,1.1.1.1,443,200,4.196,DOH_HTTPS_0405
9129,1700000210.035007,192.168.3.143,8.8.8.8,443,267,9.205,DOH_HTTPS_0406
9130,1700000210.057605,192.168.3.87,8.8.8.8,443,381,22.598,DOH_HTTPS_0407
9131,1700000210.060245,192.168.3.26,8.8.8.8,443,119,2.64,DOH_HTTPS_0408
9132,1700000210.082556,192.168.3.104,1.1.1.1,443,261,22.311,DOH_HTTPS_0409
9133,1700000210.084406,192.168.3.204,8.8.8.8,443,267,1.85,DOH_HTTPS_0410
9134,1700000210.098599,192.168.3.190,1.1.1.1,443,284,14.193,DOH_HTTPS_0411
9135,1700000210.116520,192.168.3.76,1.1.1.1,443,133,17.921,DOH_HTTPS_0412
9136,1700000210.371357,192.168.3.52,1.1.1.1,443,202,254.837,DOH_HTTPS_0413
9137,1700000210.373725,192.168.3.57,8.8.8.8,443,280,2.368,DOH_HTTPS_0414
9138,1700000210.384909,192.168.3.227,1.1.1.1,443,257,11.184,DOH_HTTPS_0415
9139,1700000210.390695,192.168.3.61,8.8.8.8,443,382,5.786,DOH_HTTPS_0416
9140,1700000210.396338,192.168.3.225,8.8.8.8,443,121,5.643,DOH_HTTPS_0417
9141,1700000210.403078,192.168.3.182,1.1.1.1,443,335,6.74,DOH_HTTPS_0418
9142,1700000210.408583,192.168.3.203,8.8.8.8,443,170,5.505,DOH_HTTPS_0419
9143,1700000210.411684,192.168.3.117,1.1.1.1,443,131,3.101,DOH_HTTPS_0420
9144,1700000210.413115,192.168.3.230,8.8.8.8,443,314,1.431,DOH_HTTPS_0421
9145,1700000210.430839,192.168.3.9,8.8.8.8,443,138,17.724,DOH_HTTPS_0422
9146,1700000210.439669,192.168.3.216,8.8.8.8,443,348,8.83,DOH_HTTPS_0423
9147,1700000210.444181,192.168.3.66,8.8.8.8,443,223,4.512,DOH_HTTPS_0424
9148,1700000210.471564,192.168.3.124,8.8.8.8,443,113,27.383,DOH_HTTPS_0425
9149,1700000210.497283,192.168.3.59,8.8.8.8,443,236,25.719,DOH_HTTPS_0426
9150,1700000210.574605,192.168.3.25,8.8.8.8,443,252,77.322,DOH_HTTPS_0427
9151,1700000210.716122,192.168.3.182,1.1.1.1,443,352,141.517,DOH_HTTPS_0428
9152,1700000210.717987,192.168.3.81,1.1.1.1,443,395,1.865,DOH_HTTPS_0429
9153,1700000210.718572,192.168.3.154,1.1.1.1,443,363,0.585,DOH_HTTPS_0430
9154,1700000210.754127,192.168.3.222,8.8.8.8,443,104,35.555,DOH_HTTPS_0431
9155,1700000210.755013,192.168.3.198,8.8.8.8,443,292,0.886,DOH_HTTPS_0432
9156,1700000210.799005,192.168.3.176,8.8.8.8,443,153,43.992,DOH_HTTPS_0433
9157,1700000210.850036,192.168.3.120,8.8.8.8,443,201,51.031,DOH_HTTPS_0434
9158,1700000210.871530,192.168.3.22,8.8.8.8,443,172,21.494,DOH_HTTPS_0435
9159,1700000210.894713,192.168.3.210,1.1.1.1,443,281,23.183,DOH_HTTPS_0436
9160,1700000210.895592,192.168.3.182,1.1.1.1,443,123,0.879,DOH_HTTPS_0437
9161,1700000210.901831,192.168.3.75,8.8.8.8,443,162,6.239,DOH_HTTPS_0438
9162,1700000210.912421,192.168.3.166,8.8.8.8,443,201,10.59,DOH_HTTPS_0439
9163,1700000210.913435,192.168.3.34,1.1.1.1,443,240,1.014,DOH_HTTPS_0440
9164,1700000210.917668,192.168.3.59,8.8.8.8,443,256,4.233,DOH_HTTPS_0441
9165,1700000211.068110,192.168.3.142,1.1.1.1,443,296,150.442,DOH_HTTPS_0442
9166,1700000211.072188,192.168.3.42,8.8.8.8,443,144,4.078,DOH_HTTPS_0443
9167,1700000211.115925,192.168.3.185,1.1.1.1,443,326,43.737,DOH_HTTPS_0444
9168,1700000211.128026,192.168.3.33,1.1.1.1,443,265,12.101,DOH_HTTPS_0445
9169,1700000211.130871,192.168.3.196,1.1.1.1,443,305,2.845,DOH_HTTPS_0446
9170,1700000211.133589,192.168.3.5,8.8.8.8,443,130,2.718,DOH_HTTPS_0447
9171,1700000211.142578,192.168.3.196,8.8.8.8,443,382,8.989,DOH_HTTPS_0448
9172,1700000211.154718,192.168.3.64,8.8.8.8,443,316,12.14,DOH_HTTPS_0449
9173,1700000211.160446,192.168.3.235,8.8.8.8,443,170,5.728,DOH_HTTPS_0450
9174,1700000211.167514,192.168.3.128,1.1.1.1,443,130,7.068,DOH_HTTPS_0451
9175,1700000211.171460,192.168.3.94,1.1.1.1,443,171,3.946,DOH_HTTPS_0452
9176,1700000211.173541,192.168.3.39,1.1.1.1,443,168,2.081,DOH_HTTPS_0453
9177,1700000211.179540,192.168.3.30,1.1.1.1,443,286,5.999,DOH_HTTPS_0454
9178,1700000211.179937,192.168.3.17,8.8.8.8,443,387,0.397,DOH_HTTPS_0455
9179,1700000211.182436,192.168.3.34,1.1.1.1,443,368,2.499,DOH_HTTPS_0456
9180,1700000211.186955,192.168.3.122,8.8.8.8,443,122,4.519,DOH_HTTPS_0457
9181,1700000211.190656,192.168.3.167,8.8.8.8,443,179,3.701,DOH_HTTPS_0458
9182,1700000211.214169,192.168.3.137,8.8.8.8,443,108,23.513,DOH_HTTPS_0459
9183,1700000211.230521,192.168.3.108,1.1.1.1,443,313,16.352,DOH_HTTPS_0460
9184,1700000211.244320,192.168.3.107,1.1.1.1,443,317,13.799,DOH_HTTPS_0461
9185,1700000211.258723,192.168.3.1,1.1.1.1,443,311,14.403,DOH_HTTPS_0462
9186,1700000211.262451,192.168.3.103,8.8.8.8,443,159,3.728,DOH_HTTPS_0463
9187,1700000211.275951,192.168.3.161,1.1.1.1,443,295,13.5,DOH_HTTPS_0464
9188,1700000211.286314,192.168.3.202,8.8.8.8,443,273,10.363,DOH_HTTPS_0465
9189,1700000211.288389,192.168.3.116,1.1.1.1,443,108,2.075,DOH_HTTPS_0466
9190,1700000211.291640,192.168.3.203,8.8.8.8,443,210,3.251,DOH_HTTPS_0467
9191,1700000211.307187,192.168.3.168,8.8.8.8,443,248,15.547,DOH_HTTPS_0468
9192,1700000211.342579,192.168.3.206,1.1.1.1,443,151,35.392,DOH_HTTPS_0469
9193,1700000211.345769,192.168.3.97,8.8.8.8,443,374,3.19,DOH_HTTPS_0470
9194,1700000211.347960,192.168.3.163,8.8.8.8,443,335,2.191,DOH_HTTPS_0471
9195,1700000211.351674,192.168.3.99,8.8.8.8,443,204,3.714,DOH_HTTPS_0472
9196,1700000211.359834,192.168.3.188,1.1.1.1,443,355,8.16,DOH_HTTPS_0473
9197,1700000211.375424,192.168.3.251,1.1.1.1,443,367,15.59,DOH_HTTPS_0474
9198,1700000211.405727,192.168.3.53,1.1.1.1,443,319,30.303,DOH_HTTPS_0475
9199,1700000211.531362,192.168.3.185,1.1.1.1,443,162,125.635,DOH_HTTPS_0476
9200,1700000211.533703,192.168.3.67,1.1.1.1,443,351,2.341,DOH_HTTPS_0477
9201,1700000211.534198,192.168.3.116,8.8.8.8,443,167,0.495,DOH_HTTPS_0478
9202,1700000211.536548,192.168.3.47,1.1.1.1,443,254,2.35,DOH_HTTPS_0479
9203,1700000211.554506,192.168.3.232,8.8.8.8,443,347,17.958,DOH_HTTPS_0480
9204,1700000211.557806,192.168.3.239,8.8.8.8,443,143,3.3,DOH_HTTPS_0481
9205,1700000211.565458,192.168.3.49,8.8.8.8,443,177,7.652,DOH_HTTPS_0482
9206,1700000211.569650,192.168.3.216,1.1.1.1,443,366,4.192,DOH_HTTPS_0483
9207,1700000211.572062,192.168.3.130,1.1.1.1,443,250,2.412,DOH_HTTPS_0484
9208,1700000211.579130,192.168.3.139,8.8.8.8,443,321,7.068,DOH_HTTPS_0485
9209,1700000211.633454,192.168.3.92,8.8.8.8,443,167,54.324,DOH_HTTPS_0486
9210,1700000211.635790,192.168.3.34,1.1.1.1,443,184,2.336,DOH_HTTPS_0487
9211,1700000211.638143,192.168.3.236,1.1.1.1,443,252,2.353,DOH_HTTPS_0488
9212,1700000211.639442,192.168.3.182,1.1.1.1,443,231,1.299,DOH_HTTPS_0489
9213,1700000211.669573,192.168.3.129,8.8.8.8,443,395,30.131,DOH_HTTPS_0490
9214,1700000211.697644,192.168.3.92,8.8.8.8,443,362,28.071,DOH_HTTPS_0491
9215,1700000211.699228,192.168.3.86,8.8.8.8,443,358,1.584,DOH_HTTPS_0492
9216,1700000211.705243,192.168.3.6,1.1.1.1,443,103,6.015,DOH_HTTPS_0493
9217,1700000211.707901,192.168.3.139,8.8.8.8,443,127,2.658,DOH_HTTPS_0494
9218,1700000211.712136,192.168.3.110,1.1.1.1,443,282,4.235,DOH_HTTPS_0495
9219,1700000211.717197,192.168.3.78,8.8.8.8,443,326,5.061,DOH_HTTPS_0496
9220,1700000211.770448,192.168.3.64,8.8.8.8,443,173,53.251,DOH_HTTPS_0497
9221,1700000211.771660,192.168.3.105,1.1.1.1,443,374,1.212,DOH_HTTPS_0498
9222,1700000211.774213,192.168.3.239,8.8.8.8,443,290,2.553,DOH_HTTPS_0499
9223,1700000211.786258,192.168.3.70,8.8.8.8,443,353,12.045,DOH_HTTPS_0500
9224,1700000211.786820,192.168.3.39,8.8.8.8,443,145,0.562,DOH_HTTPS_0501
9225,1700000211.810939,192.168.3.228,1.1.1.1,443,391,24.119,DOH_HTTPS_0502
9226,1700000211.811415,192.168.3.149,1.1.1.1,443,310,0.476,DOH_HTTPS_0503
9227,1700000211.813147,192.168.3.84,1.1.1.1,443,303,1.732,DOH_HTTPS_0504
9228,1700000211.813567,192.168.3.133,8.8.8.8,443,344,0.42,DOH_HTTPS_0505
9229,1700000211.826056,192.168.3.155,1.1.1.1,443,239,12.489,DOH_HTTPS_0506
9230,1700000211.826676,192.168.3.7,1.1.1.1,443,367,0.62,DOH_HTTPS_0507
9231,1700000211.841897,192.168.3.145,1.1.1.1,443,129,15.221,DOH_HTTPS_0508
9232,1700000211.844567,192.168.3.145,8.8.8.8,443,219,2.67,DOH_HTTPS_0509
9233,1700000211.849007,192.168.3.213,8.8.8.8,443,268,4.44,DOH_HTTPS_0510
9234,1700000211.852034,192.168.3.206,8.8.8.8,443,269,3.027,DOH_HTTPS_0511
9235,1700000211.964061,192.168.3.204,1.1.1.1,443,244,112.027,DOH_HTTPS_0512
9236,1700000211.969904,192.168.3.238,1.1.1.1,443,234,5.843,DOH_HTTPS_0513
9237,1700000211.985796,192.168.3.84,8.8.8.8,443,169,15.892,DOH_HTTPS_0514
9238,1700000211.990497,192.168.3.19,1.1.1.1,443,273,4.701,DOH_HTTPS_0515
9239,1700000212.001378,192.168.3.167,1.1.1.1,443,224,10.881,DOH_HTTPS_0516
9240,1700000212.023710,192.168.3.35,8.8.8.8,443,368,22.332,DOH_HTTPS_0517
9241,1700000212.118352,192.168.3.5,8.8.8.8,443,128,94.642,DOH_HTTPS_0518
9242,1700000212.177441,192.168.3.120,8.8.8.8,443,299,59.089,DOH_HTTPS_0519
9243,1700000212.264052,192.168.3.80,1.1.1.1,443,340,86.611,DOH_HTTPS_0520
9244,1700000212.269942,192.168.3.80,8.8.8.8,443,267,5.89,DOH_HTTPS_0521
9245,1700000212.290395,192.168.3.242,8.8.8.8,443,306,20.453,DOH_HTTPS_0522
9246,1700000212.313664,192.168.3.53,1.1.1.1,443,272,23.269,DOH_HTTPS_0523
9247,1700000212.356667,192.168.3.31,8.8.8.8,443,145,43.003,DOH_HTTPS_0524
9248,1700000212.359909,192.168.3.196,1.1.1.1,443,331,3.242,DOH_HTTPS_0525
9249,1700000212.362804,192.168.3.56,8.8.8.8,443,127,2.895,DOH_HTTPS_0526
9250,1700000212.410135,192.168.3.190,1.1.1.1,443,315,47.331,DOH_HTTPS_0527
9251,1700000212.412467,192.168.3.61,1.1.1.1,443,330,2.332,DOH_HTTPS_0528
9252,1700000212.428050,192.168.3.193,8.8.8.8,443,155,15.583,DOH_HTTPS_0529
9253,1700000212.428654,192.168.3.130,8.8.8.8,443,316,0.604,DOH_HTTPS_0530
9254,1700000212.443910,192.168.3.129,1.1.1.1,443,111,15.256,DOH_HTTPS_0531
9255,1700000212.447248,192.168.3.222,8.8.8.8,443,355,3.338,DOH_HTTPS_0532
9256,1700000212.447605,192.168.3.226,8.8.8.8,443,327,0.357,DOH_HTTPS_0533
9257,1700000212.461839,192.168.3.174,8.8.8.8,443,255,14.234,DOH_HTTPS_0534
9258,1700000212.464619,192.168.3.105,8.8.8.8,443,151,2.78,DOH_HTTPS_0535
9259,1700000212.479632,192.168.3.169,1.1.1.1,443,249,15.013,DOH_HTTPS_0536
9260,1700000212.486219,192.168.3.190,8.8.8.8,443,246,6.587,DOH_HTTPS_0537
9261,1700000212.487432,192.168.3.109,1.1.1.1,443,180,1.213,DOH_HTTPS_0538
9262,1700000212.491751,192.168.3.134,1.1.1.1,443,346,4.319,DOH_HTTPS_0539
9263,1700000212.494945,192.168.3.176,8.8.8.8,443,257,3.194,DOH_HTTPS_0540
9264,1700000212.520808,192.168.3.39,8.8.8.8,443,122,25.863,DOH_HTTPS_0541
